title,year,genres,imdb,intent_1,intent_2,cluster_1,cluster_2,joy,sadness,fear,anger,disgust,surprise,trust,anticipation,curiosity,excitement,hope,love,guilt,shame,gratitude,loneliness,confidence,determination,regret,relief,nostalgia,compassion,anxiety,inspiration
Fallen Leaves,2020,Biography|Drama,7.2,contemplation,,dark_intensity,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Avengers Age of Ultron,2020,Sport|Drama,7.2,adrenaline,contemplation,positive_energy,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Star Wars The Force Awakens,2020,War|Drama,7.2,nostalgia,adrenaline,emotional_pain,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
House of Gucci,2020,Animation|Comedy,9.0,adrenaline,catharsis,positive_energy,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Captain America The Winter Soldier,2020,Crime|Drama,6.4,nostalgia,contemplation,emotional_pain,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
His House,2020,Biography|Drama,5.8,comfort,comfort,dark_intensity,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
The Fault in Our Stars,2020,Musical|Drama,5.7,contemplation,catharsis,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Imitation Game,2020,War|Drama,7.1,inspiration,romance,positive_energy,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Fighter,2020,Fantasy|Adventure,6.2,romance,contemplation,meaning_growth,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Logan,2020,Drama|Romance,9.0,nostalgia,romance,meaning_growth,meaning_growth,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
John Wick,2020,Romance|Comedy,8.3,nostalgia,nostalgia,emotional_pain,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Wonder Woman,2020,Musical|Drama,6.5,adrenaline,contemplation,emotional_pain,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Incredibles 2,2020,Crime|Drama,7.8,romance,,emotional_pain,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Ludo,2020,Action|Adventure,8.5,nostalgia,contemplation,emotional_pain,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Toy Story 5,2020,Comedy|Drama,8.2,catharsis,catharsis,emotional_pain,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Conjuring,2020,Crime|Drama,6.3,romance,comfort,dark_intensity,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Asur,2020,Sci-Fi|Action,7.3,catharsis,comfort,engagement,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
If Beale Street Could Talk,2021,Documentary,5.1,nostalgia,romance,emotional_pain,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
She Said,2021,Action|Adventure,9.0,catharsis,catharsis,meaning_growth,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Gravity,2021,Horror|Thriller,8.5,romance,contemplation,positive_energy,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
The Last Duel,2021,War|Drama,7.7,comfort,romance,engagement,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
King Richard,2021,Fantasy|Adventure,7.9,nostalgia,catharsis,emotional_pain,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Steve Jobs,2021,Comedy|Drama,7.8,adrenaline,catharsis,emotional_pain,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Ford v Ferrari,2021,Biography|Drama,7.1,catharsis,adrenaline,engagement,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Gully Boy,2021,Romance|Comedy,8.3,nostalgia,nostalgia,meaning_growth,emotional_pain,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Batman v Superman,2021,Biography|Drama,6.5,comfort,contemplation,engagement,positive_energy,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
The Greatest of All Time,2021,War|Drama,8.5,contemplation,nostalgia,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Abigail,2021,Sci-Fi|Action,5.3,inspiration,adrenaline,dark_intensity,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Viduthalai Part 1,2021,Documentary,6.4,contemplation,romance,emotional_pain,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Bohemian Rhapsody,2021,Documentary,8.4,adrenaline,contemplation,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Spider-Man Across the Spider-Verse,2021,Western|Action,6.4,catharsis,comfort,meaning_growth,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Foxcatcher,2021,Comedy|Drama,6.0,inspiration,inspiration,engagement,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Cruella,2021,Animation|Comedy,7.1,inspiration,catharsis,emotional_pain,positive_energy,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Deadpool,2021,Biography|Drama,7.0,adrenaline,catharsis,emotional_pain,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Trap,2021,Comedy|Drama,7.1,adrenaline,comfort,positive_energy,meaning_growth,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Suicide Squad,2021,Musical|Drama,6.5,comfort,romance,emotional_pain,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
12th Fail,2021,Action|Adventure,7.3,adrenaline,inspiration,meaning_growth,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Sonic the Hedgehog 3,2021,Western|Action,7.0,comfort,nostalgia,emotional_pain,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
PK,2021,Comedy|Drama,7.6,inspiration,romance,positive_energy,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
12 Years a Slave,2021,Comedy|Drama,7.0,contemplation,romance,dark_intensity,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
The Invisible Man,2021,Comedy|Drama,6.2,catharsis,catharsis,engagement,meaning_growth,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Ram Setu,2021,Musical|Drama,5.5,inspiration,adrenaline,positive_energy,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Promising Young Woman,2021,Horror|Thriller,5.5,comfort,romance,engagement,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Avengers Infinity War,2021,War|Drama,7.1,nostalgia,inspiration,meaning_growth,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Revenant,2021,Sci-Fi|Action,8.0,nostalgia,inspiration,engagement,engagement,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Ocean's 8,2021,Musical|Drama,6.1,adrenaline,inspiration,dark_intensity,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
John Wick Chapter 4,2021,Comedy|Drama,7.0,inspiration,comfort,engagement,emotional_pain,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Hi Nanna,2022,War|Drama,5.6,nostalgia,contemplation,dark_intensity,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Maidaan,2022,Thriller|Mystery,5.9,inspiration,adrenaline,engagement,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Ghostbusters Frozen Empire,2022,Drama|Romance,6.9,catharsis,romance,meaning_growth,engagement,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Licorice Pizza,2022,Biography|Drama,6.3,catharsis,comfort,positive_energy,engagement,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Vedaa,2022,War|Drama,5.5,comfort,adrenaline,meaning_growth,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Spotlight,2022,Drama|Romance,8.8,adrenaline,,positive_energy,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Twisters,2022,Comedy|Drama,7.2,adrenaline,comfort,meaning_growth,positive_energy,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Bholaa,2022,Biography|Drama,6.9,inspiration,,meaning_growth,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Captain Phillips,2022,Biography|Drama,5.6,catharsis,adrenaline,meaning_growth,dark_intensity,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
The Green Knight,2022,War|Drama,7.5,comfort,adrenaline,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Lady Bird,2022,Western|Action,8.4,comfort,inspiration,engagement,meaning_growth,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
An Action Hero,2022,Musical|Drama,7.0,adrenaline,romance,positive_energy,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Prom,2022,Drama|Romance,8.7,nostalgia,nostalgia,positive_energy,emotional_pain,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Gehraiyaan,2022,Thriller|Mystery,7.0,comfort,nostalgia,engagement,dark_intensity,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Uncut Gems,2022,Musical|Drama,7.6,contemplation,catharsis,positive_energy,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Bombshell,2022,Romance|Comedy,8.7,catharsis,comfort,positive_energy,emotional_pain,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Mrs Chatterjee vs Norway,2022,Biography|Drama,5.3,contemplation,romance,dark_intensity,engagement,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Tár,2022,Sci-Fi|Action,5.4,catharsis,,positive_energy,emotional_pain,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Men in Black International,2022,War|Drama,8.9,contemplation,,positive_energy,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Tiger 3,2022,Crime|Drama,8.4,adrenaline,romance,positive_energy,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Spider-Man 4,2022,Drama|Romance,5.9,nostalgia,comfort,meaning_growth,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Jugjugg Jeeyo,2022,War|Drama,6.6,adrenaline,inspiration,positive_energy,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Super Mario Bros Movie,2022,Action|Adventure,8.8,nostalgia,,dark_intensity,,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
The Big Short,2022,Thriller|Mystery,6.8,nostalgia,romance,engagement,engagement,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Inside Out,2022,Biography|Drama,5.5,nostalgia,nostalgia,positive_energy,,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Inside Llewyn Davis,2022,Comedy|Drama,7.3,romance,contemplation,engagement,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Alien Romulus,2022,Documentary,8.2,adrenaline,comfort,engagement,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Ek Villain Returns,2022,Documentary,5.2,inspiration,nostalgia,emotional_pain,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Power of the Dog,2022,Action|Adventure,6.5,catharsis,romance,positive_energy,meaning_growth,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Black Widow,2022,Crime|Drama,6.1,contemplation,adrenaline,dark_intensity,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Mission Impossible Rogue Nation,2023,Biography|Drama,7.6,catharsis,nostalgia,dark_intensity,emotional_pain,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Ponniyin Selvan II,2023,Drama|Romance,5.4,catharsis,romance,emotional_pain,meaning_growth,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
1917,2023,Action|Adventure,9.0,nostalgia,comfort,emotional_pain,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Us,2023,War|Drama,8.7,inspiration,comfort,emotional_pain,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Nope,2023,Horror|Thriller,5.1,inspiration,catharsis,engagement,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Soul,2023,Sport|Drama,7.1,nostalgia,catharsis,meaning_growth,engagement,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
The Northman,2023,Biography|Drama,7.6,romance,adrenaline,meaning_growth,dark_intensity,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
Kingdom of the Planet of the Apes,2023,Western|Action,6.4,nostalgia,romance,meaning_growth,meaning_growth,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Star Wars The Last Jedi,2023,War|Drama,8.7,adrenaline,comfort,dark_intensity,dark_intensity,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Belfast,2023,Sci-Fi|Action,7.3,contemplation,,dark_intensity,positive_energy,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Top Gun Maverick,2023,Sport|Drama,5.2,adrenaline,catharsis,dark_intensity,meaning_growth,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
IF,2023,Action|Adventure,7.1,adrenaline,comfort,dark_intensity,meaning_growth,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Phantom Thread,2023,Romance|Comedy,7.9,nostalgia,comfort,engagement,engagement,0.13,0.09,0.04,0.04,0.02,0.06,0.09,0.07,0.06,0.06,0.11,0.13,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.06,0.08,0.06,0.06
Laal Singh Chaddha,2023,Sci-Fi|Action,8.1,nostalgia,comfort,engagement,positive_energy,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Beauty and the Beast,2023,Thriller|Mystery,6.3,romance,romance,meaning_growth,,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
Bridge of Spies,2023,Sport|Drama,7.6,contemplation,comfort,meaning_growth,,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
Onward,2023,Horror|Thriller,6.5,comfort,inspiration,meaning_growth,meaning_growth,0.05,0.07,0.13,0.13,0.06,0.08,0.06,0.1,0.06,0.12,0.05,0.03,0.02,0.01,0.02,0.03,0.07,0.1,0.05,0.08,0.04,0.04,0.08,0.05
Napoleon,2023,Western|Action,8.4,nostalgia,adrenaline,meaning_growth,dark_intensity,0.03,0.08,0.15,0.12,0.08,0.09,0.05,0.09,0.08,0.08,0.05,0.03,0.04,0.03,0.03,0.06,0.06,0.08,0.07,0.08,0.05,0.05,0.11,0.06
K.G.F Chapter 2,2023,Biography|Drama,7.6,adrenaline,,meaning_growth,positive_energy,0.08,0.11,0.07,0.07,0.04,0.06,0.09,0.08,0.07,0.07,0.1,0.06,0.03,0.02,0.07,0.05,0.09,0.1,0.07,0.08,0.06,0.06,0.08,0.08
The Farewell,2023,Comedy|Drama,6.0,romance,romance,engagement,,0.15,0.07,0.05,0.06,0.04,0.07,0.09,0.08,0.06,0.07,0.1,0.09,0.02,0.01,0.06,0.04,0.08,0.08,0.06,0.06,0.05,0.06,0.06,0.06
Free Guy,2023,Documentary,5.0,contemplation,catharsis,engagement,positive_energy,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
May December,2023,Crime|Drama,8.1,comfort,adrenaline,engagement,emotional_pain,0.06,0.14,0.08,0.07,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.04,0.03,0.06,0.07,0.07,0.08,0.08,0.07,0.07,0.07,0.08,0.07
